phase,phase_name,headcount,score,question_id,question,feedback_text,peer_value,pdf_sha256,campaign_id
P4,Delegation,100,7,Q03,Onboarding program,"Employees do receive a type of onboarding program at your company. That's good, because a well-thought-out onboarding program will be an enormous help to employees with regard to learning their jobs, becoming familiar with the company's core values and getting to know their coworkers. It will also help with scaling up your company.",5.9,4bb9aecf3ea9a23c38dbbef9c31ac06a6285add9efcd4eddbdf6dd3b949b095e,pUTZjZszTk
P4,Delegation,100,7,Q04,Measuring employee satisfaction,You already measure employee satisfaction to a large extent. That's good. Systematic knowledge of what's going on among your employees is necessary to run your company.,6.5,4bb9aecf3ea9a23c38dbbef9c31ac06a6285add9efcd4eddbdf6dd3b949b095e,pUTZjZszTk
P4,Delegation,100,7,Q05,Positive about re-hiring employees,You would not hire all of your current employees again. That's not illogical. Sometimes the company changes so fast and employees cannot continue on. But do you already have a plan? Often you know something like this for a long time but postpone difficult decisions.,6.1,4bb9aecf3ea9a23c38dbbef9c31ac06a6285add9efcd4eddbdf6dd3b949b095e,pUTZjZszTk
P4,Delegation,100,7,Q06,Every employee has a training plan,"Management thinker Tom Peters stated in his latest book 'one of the greatest responsibilities of an employer nowadays is the continuous development of employees'. In fast growing companies, roles are continuously changing, the need for training and education is therefore imperative. You have already implemented for most people. Well done. Maybe good finalize and implement for all employees and make Tom happy.",4.8,4bb9aecf3ea9a23c38dbbef9c31ac06a6285add9efcd4eddbdf6dd3b949b095e,pUTZjZszTk
P4,Delegation,100,7,Q07,Outsourcing / Offshoring operations,"You are active with offshoring or outsourcing, this strategy is completely depending on your product/service, cost and scaling strategy.",4.5,4bb9aecf3ea9a23c38dbbef9c31ac06a6285add9efcd4eddbdf6dd3b949b095e,pUTZjZszTk
P4,Delegation,100,7,Q08,We apply flat-management or self-steering/organizing teams,"You are active with the implementation of new management models. Interesting, we hope this helps scaling your company better and faster.",5.3,4bb9aecf3ea9a23c38dbbef9c31ac06a6285add9efcd4eddbdf6dd3b949b095e,pUTZjZszTk
P4,Delegation,100,7,Q09,We have Core values,"Core values are the internal 'rules of the game'. It's essential to have absolute clarity on this if you start or continue to grow rapidly. In your phase it's necessary to have a clearer picture on the core values, especially if you regularly hire new people. You have already actively started doing this, and that's good. Finish quickly and continuously communicate is the name of the game.",7.8,4bb9aecf3ea9a23c38dbbef9c31ac06a6285add9efcd4eddbdf6dd3b949b095e,pUTZjZszTk
P4,Delegation,100,7,Q10,We have focus on customers' needs,"Growth often creates increased management attention to internal matters,employees,newpremises,computersystems,etc.Themost rapidly growing and successful companies keep a sharp focus on the continuously (changing) needs of the customer. You have already gotten far; keep it up!",6.2,4bb9aecf3ea9a23c38dbbef9c31ac06a6285add9efcd4eddbdf6dd3b949b095e,pUTZjZszTk
P4,Delegation,100,7,Q11,Employees know core values,"You have formulated core values, and your employees are reasonably familiar with them. But there is still work to be done. Keep communicating them and create dialogue as to why these core values are so important.",6.3,4bb9aecf3ea9a23c38dbbef9c31ac06a6285add9efcd4eddbdf6dd3b949b095e,pUTZjZszTk
P4,Delegation,100,7,Q12,We are transparent,"Transparency of information (about customers, sales, goals, growth, etc.) produces greater employee involvement. In addition, it often prevents internal ""politics"". You have already achieved reasonable transparency, which is good. Maybe you can increase this transparency even more by examining what information you want to share.",5.3,4bb9aecf3ea9a23c38dbbef9c31ac06a6285add9efcd4eddbdf6dd3b949b095e,pUTZjZszTk
P4,Delegation,100,7,Q13,We have a positive and healthy culture,"""Culture eats Strategy for breakfast"" a famous quote from management guru Peter Drucker. The outside world is changing rapidly, but a positive and healthy culture in which employees take responsibility, think along and always act in the interest of the company is therefore an enormous ""asset"". You already have a decent size and you have a fairly strong and healthy culture, but develop it further and make sure you hold on to it as you grow further.",7,4bb9aecf3ea9a23c38dbbef9c31ac06a6285add9efcd4eddbdf6dd3b949b095e,pUTZjZszTk
P4,Delegation,100,7,Q14,We have formulated a long term (non-financial) goal,"You have already come far with the formulation of your long-term goal. That's great, because a long-term goal provides direction and context and above all motivation for all employees. Companies that do this effectively are at an enormous advantage. Good luck formulating your goal.",7,4bb9aecf3ea9a23c38dbbef9c31ac06a6285add9efcd4eddbdf6dd3b949b095e,pUTZjZszTk
P4,Delegation,100,7,Q15,We have formulated yearly goals,"You are already working on formulating measurable annual goals - better late than never. The clearer and more measurably you formulate your goals (both financially and organizationally or with regard to product or market development), the higher the chance that you will also achieve those goals. This will have a clarifying and motivating effect and ensure growth.",6.5,4bb9aecf3ea9a23c38dbbef9c31ac06a6285add9efcd4eddbdf6dd3b949b095e,pUTZjZszTk
P4,Delegation,100,7,Q16,We have formulated quarterly/ monthly goals (other than financial goals),You have already come far with measurable monthly or quarterly goals. Monthly or quarterly goals give you guidance and direction and ensure that you will achieve your annual goals. Try making this into a regular process.,5.9,4bb9aecf3ea9a23c38dbbef9c31ac06a6285add9efcd4eddbdf6dd3b949b095e,pUTZjZszTk
P4,Delegation,100,7,Q17,We work with a strategic plan,"You have already come far with working with a business plan; that's good. Establishing your goals, strategy and action plan can bring about a lot of clarity and teach you to anticipate certain challenges. When should you hire someone? What will the marketing strategy be? You have to make many difficult choices; a complete overview and plan will help you with this, including in the financial aspect.",5.8,4bb9aecf3ea9a23c38dbbef9c31ac06a6285add9efcd4eddbdf6dd3b949b095e,pUTZjZszTk
P4,Delegation,100,7,Q18,Each employee has personalized goals,"You have already come far with implementing personal goals; that's good. Team goals and personal goals are the next step in working efficiently. This creates clarity, commitment, personal responsibility and motivation. Good luck with your continued implementation.",5.2,4bb9aecf3ea9a23c38dbbef9c31ac06a6285add9efcd4eddbdf6dd3b949b095e,pUTZjZszTk
P4,Delegation,100,7,Q19,We have implemented a growth methodology,"You are actively implementing a growth methodology. Good work! The larger you grow, the more difficult it is to implement new ways of working. So your timing is good. A full implemented system will create a strong foundation for your future scaling up.",4.6,4bb9aecf3ea9a23c38dbbef9c31ac06a6285add9efcd4eddbdf6dd3b949b095e,pUTZjZszTk
P4,Delegation,100,7,Q20,We have an active acquisitions strategy,"You are active with acquisitions, that might be a great growth strategy for your company. Acquisitions consume much leadership time and attention. Note that 70% of the acquisitions turns out to be disappointing.",2.5,4bb9aecf3ea9a23c38dbbef9c31ac06a6285add9efcd4eddbdf6dd3b949b095e,pUTZjZszTk
P4,Delegation,100,7,Q21,Tasks are properly allocated,You are already doing well with assembling a leadership team. And not a moment too soon! This will help you create more involvement and make the company less dependent on you. Make sure you get a good team together.,6.5,4bb9aecf3ea9a23c38dbbef9c31ac06a6285add9efcd4eddbdf6dd3b949b095e,pUTZjZszTk
P4,Delegation,100,7,Q22,We have weekly management meetings.,You have regular meetings with your leaders. You should implement a set schedule and systematically make all decisions. Having regular weekly meetings with your most important leaders is essential for making the right decisions together and monitoring progress.,6.5,4bb9aecf3ea9a23c38dbbef9c31ac06a6285add9efcd4eddbdf6dd3b949b095e,pUTZjZszTk
P4,Delegation,100,7,Q23,We have periodic strategic sessions.,You have regular sessions where you develop longer-term plans. That's good; mutual consultation about the strategic direction of the company often leads to more effective operations and therefore growth.,6.7,4bb9aecf3ea9a23c38dbbef9c31ac06a6285add9efcd4eddbdf6dd3b949b095e,pUTZjZszTk
P4,Delegation,100,7,Q24,Leadership team receives regular training,"Most members get training or education from time to time. That's a good start. After all, when your organization is growing rapidly and therefore constantly changing, it is also important for management members to continue learning.",5,4bb9aecf3ea9a23c38dbbef9c31ac06a6285add9efcd4eddbdf6dd3b949b095e,pUTZjZszTk
